Número de Orden,SKU,Descripción SKU,Cantidad,Largo_cm,Ancho_cm,Alto_cm,Volumen_unitario_m3,Peso_unitario_kg,Volumen_total_m3,Peso_total_kg
ORD-CL-202612-003419,SKU-00274,Broca acero 10mm,4,19.5,5.1,2.9,0.000288,0.181,0.001152,0.724
ORD-CL-202612-003419,SKU-00299,Sierra circular,3,46.0,33.6,15.1,0.023339,5.069,0.070017,15.207
ORD-CL-202612-003419,SKU-00787,Interruptor eléctrico,2,12.6,8.0,6.2,0.000625,0.137,0.00125,0.274
ORD-CL-202612-003419,SKU-00552,Silicona cartucho,4,23.8,5.0,5.0,0.000595,0.285,0.00238,1.14
ORD-CL-202612-003419,SKU-00210,Tablet 10 pulgadas,1,29.2,19.2,5.8,0.003252,0.831,0.003252,0.831
ORD-CL-202612-003419,SKU-00309,Router WiFi,2,24.7,20.3,8.0,0.004011,0.698,0.008022,1.396
ORD-CL-202612-003419,SKU-00553,Notebook 15 pulgadas,5,38.9,28.9,6.1,0.006858,2.01,0.03429,10.05
ORD-CL-202612-003419,SKU-00448,Smart TV 43 pulgadas,2,109.1,71.3,15.5,0.120572,12.191,0.241144,24.382
ORD-CL-202612-003419,SKU-00633,Amoladora angular,2,39.2,31.1,11.8,0.014386,2.887,0.028772,5.774
ORD-CL-202612-003419,SKU-00696,Lámpara mesa,8,33.6,24.2,24.2,0.019678,2.196,0.157424,17.568
ORD-CL-202612-003419,SKU-00851,Mouse óptico,3,14.3,10.3,5.1,0.000751,0.219,0.002253,0.657
ORD-CL-202612-003419,SKU-00329,Alicate universal,4,21.7,6.9,3.0,0.000449,0.358,0.001796,1.432
ORD-CL-202612-003419,SKU-00816,Smart TV 43 pulgadas,6,104.8,70.7,14.5,0.107436,12.996,0.644616,77.976
ORD-CL-202612-003419,SKU-00885,Martillo carpintero,3,32.7,12.0,4.0,0.00157,0.925,0.00471,2.775
ORD-CL-202612-003419,SKU-00601,Manguera jardín 20m,4,34.8,35.9,15.2,0.01899,3.943,0.07596,15.772
ORD-CL-202612-003419,SKU-00838,Notebook 15 pulgadas,1,41.6,30.2,6.0,0.007538,2.106,0.007538,2.106
ORD-CL-202612-003419,SKU-00763,Estantería modular,2,97.9,47.5,19.3,0.08975,11.034,0.1795,22.068
ORD-CL-202612-003419,SKU-00361,Cámara seguridad,1,20.9,14.6,9.6,0.002929,0.654,0.002929,0.654
ORD-CL-202612-003419,SKU-00349,Tarugos nylon bolsa 50u,4,12.4,8.3,3.0,0.000309,0.274,0.001236,1.096
ORD-CL-202612-003419,SKU-00597,Mouse óptico,3,14.8,10.2,5.0,0.000755,0.218,0.002265,0.654
ORD-CL-202612-003419,SKU-00144,Manguera jardín 20m,3,34.5,35.0,15.3,0.018475,4.256,0.055425,12.768
ORD-CL-202612-003419,SKU-00139,Monitor 24 pulgadas,1,60.7,45.9,14.3,0.039842,4.856,0.039842,4.856
ORD-CL-202612-003419,SKU-00137,Monitor 24 pulgadas,2,59.7,46.0,14.9,0.040918,5.07,0.081836,10.14
ORD-CL-202612-003419,SKU-00501,Manguera jardín 20m,1,33.6,34.6,15.7,0.018252,3.853,0.018252,3.853
ORD-CL-202612-003420,SKU-00140,Caja herramientas plástica,5,48.9,29.5,24.8,0.035775,3.446,0.178875,17.23
ORD-CL-202612-003420,SKU-00559,Lámpara mesa,2,36.1,24.9,25.1,0.022562,2.379,0.045124,4.758
ORD-CL-202612-003420,SKU-00011,Router WiFi,2,25.4,20.1,8.1,0.004135,0.693,0.00827,1.386
ORD-CL-202612-003420,SKU-00781,Llave ajustable 8 pulgadas,9,24.4,8.0,2.9,0.000566,0.553,0.005094,4.977
ORD-CL-202612-003420,SKU-00647,Tablet 10 pulgadas,2,28.7,19.5,6.1,0.003414,0.843,0.006828,1.686
ORD-CL-202612-003420,SKU-00378,Pintura látex 4L,4,19.1,19.0,25.8,0.009363,4.834,0.037452,19.336
ORD-CL-202612-003420,SKU-00262,Cable eléctrico 10m,23,25.0,26.1,7.7,0.005024,1.298,0.115552,29.854
ORD-CL-202612-003420,SKU-00407,Tablet 10 pulgadas,3,28.4,20.9,6.0,0.003561,0.838,0.010683,2.514
ORD-CL-202612-003420,SKU-00706,Parlante Bluetooth,4,24.5,12.5,12.3,0.003767,0.872,0.015068,3.488
ORD-CL-202612-003420,SKU-00838,Notebook 15 pulgadas,2,41.6,30.2,6.0,0.007538,2.106,0.015076,4.212
ORD-CL-202612-003420,SKU-00054,Llave ajustable 8 pulgadas,4,26.2,8.1,3.1,0.000658,0.54,0.002632,2.16
ORD-CL-202612-003420,SKU-00354,Alicate universal,4,21.0,7.1,3.1,0.000462,0.347,0.001848,1.388
ORD-CL-202612-003420,SKU-00435,Cuadro decorativo 60x40,2,66.4,46.8,5.8,0.018024,3.014,0.036048,6.028
ORD-CL-202612-003420,SKU-00236,Escalera aluminio 4 peldaños,5,118.2,47.0,14.7,0.081664,8.349,0.40832,41.745
ORD-CL-202612-003420,SKU-00119,Tornillos caja 100u,2,7.6,6.1,3.9,0.000181,0.454,0.000362,0.908
ORD-CL-202612-003421,SKU-00258,Caja herramientas plástica,9,50.7,30.1,24.9,0.037999,3.475,0.341991,31.275
ORD-CL-202612-003421,SKU-00402,Router WiFi,3,24.7,20.6,7.6,0.003867,0.698,0.011601,2.094
ORD-CL-202612-003421,SKU-00568,Silicona cartucho,11,22.8,5.0,5.1,0.000581,0.287,0.006391,3.157
ORD-CL-202612-003421,SKU-00744,Cinta aisladora,5,10.4,9.8,1.9,0.000194,0.119,0.00097,0.595
ORD-CL-202612-003421,SKU-00330,Alicate universal,2,21.6,7.3,3.1,0.000489,0.381,0.000978,0.762
ORD-CL-202612-003421,SKU-00552,Silicona cartucho,2,23.8,5.0,5.0,0.000595,0.285,0.00119,0.57
ORD-CL-202612-003421,SKU-00361,Cámara seguridad,1,20.9,14.6,9.6,0.002929,0.654,0.002929,0.654
ORD-CL-202612-003421,SKU-00227,Reloj pared,4,33.6,33.8,8.3,0.009426,1.087,0.037704,4.348
ORD-CL-202612-003421,SKU-00620,Cinta aisladora,3,10.1,10.3,2.1,0.000218,0.12,0.000654,0.36
ORD-CL-202612-003421,SKU-00365,Pintura látex 1L,29,12.1,12.4,13.6,0.002041,1.181,0.059189,34.249
ORD-CL-202612-003422,SKU-00258,Caja herramientas plástica,4,50.7,30.1,24.9,0.037999,3.475,0.151996,13.9
ORD-CL-202612-003422,SKU-00440,Manguera jardín 20m,3,36.2,35.0,15.1,0.019132,4.366,0.057396,13.098
ORD-CL-202612-003422,SKU-00385,Reloj pared,10,36.5,36.1,7.9,0.010409,1.106,0.10409,11.06
ORD-CL-202612-003422,SKU-00459,Espejo pared 80x60,4,90.2,70.8,8.3,0.053005,7.918,0.21202,31.672
ORD-CL-202612-003422,SKU-00603,Notebook 15 pulgadas,5,42.0,28.7,6.3,0.007594,2.045,0.03797,10.225
ORD-CL-202612-003422,SKU-00860,Cámara seguridad,1,20.2,14.9,10.0,0.00301,0.618,0.00301,0.618
ORD-CL-202612-003422,SKU-00087,Caja herramientas plástica,7,52.4,31.4,25.6,0.042121,3.28,0.294847,22.96
ORD-CL-202612-003422,SKU-00349,Tarugos nylon bolsa 50u,4,12.4,8.3,3.0,0.000309,0.274,0.001236,1.096
ORD-CL-202612-003422,SKU-00064,Florero cerámica,5,24.5,26.2,40.2,0.025804,2.422,0.12902,12.11
ORD-CL-202612-003422,SKU-00861,Amoladora angular,1,40.4,33.6,11.9,0.016154,2.912,0.016154,2.912
ORD-CL-202612-003422,SKU-00387,Pintura látex 1L,12,12.3,12.0,14.3,0.002111,1.251,0.025332,15.012
ORD-CL-202612-003422,SKU-00841,Lámpara mesa,4,36.3,24.3,25.1,0.02214,2.271,0.08856,9.084
ORD-CL-202612-003422,SKU-00489,Interruptor eléctrico,2,11.6,8.4,6.1,0.000594,0.137,0.001188,0.274
ORD-CL-202612-003423,SKU-00362,Parlante Bluetooth,10,24.8,11.8,11.5,0.003365,0.929,0.03365,9.29
ORD-CL-202612-003423,SKU-00685,Parlante Bluetooth,3,25.2,11.6,11.6,0.003391,1.014,0.010173,3.042
ORD-CL-202612-003423,SKU-00139,Monitor 24 pulgadas,3,60.7,45.9,14.3,0.039842,4.856,0.119526,14.568
ORD-CL-202612-003423,SKU-00103,Pintura látex 1L,7,12.4,12.2,14.0,0.002118,1.321,0.014826,9.247
ORD-CL-202612-003423,SKU-00580,Espejo pared 80x60,2,90.6,70.5,7.9,0.05046,7.434,0.10092,14.868
ORD-CL-202612-003423,SKU-00326,Martillo carpintero,5,33.2,12.5,4.0,0.00166,0.863,0.0083,4.315
ORD-CL-202612-003423,SKU-00841,Lámpara mesa,1,36.3,24.3,25.1,0.02214,2.271,0.02214,2.271
ORD-CL-202612-003423,SKU-00693,Alicate universal,3,21.0,7.0,2.9,0.000426,0.372,0.001278,1.116
ORD-CL-202612-003423,SKU-00391,Router WiFi,2,25.7,20.9,7.8,0.00419,0.679,0.00838,1.358
ORD-CL-202612-003423,SKU-00571,Cámara seguridad,5,20.1,14.6,10.4,0.003052,0.608,0.01526,3.04
ORD-CL-202612-003423,SKU-00828,Parlante Bluetooth,4,25.7,12.5,11.8,0.003791,0.918,0.015164,3.672
ORD-CL-202612-003423,SKU-00117,Amoladora angular,5,39.8,31.0,12.4,0.015299,3.125,0.076495,15.625
ORD-CL-202612-003423,SKU-00618,Escalera aluminio 4 peldaños,5,125.1,46.3,15.2,0.08804,7.609,0.4402,38.045
ORD-CL-202612-003423,SKU-00610,Router WiFi,2,24.8,19.5,7.7,0.003724,0.732,0.007448,1.464
ORD-CL-202612-003423,SKU-00218,Smart TV 43 pulgadas,2,108.1,67.4,14.5,0.105646,12.527,0.211292,25.054
ORD-CL-202612-003423,SKU-00624,Cuadro decorativo 60x40,3,63.9,46.2,6.2,0.018304,2.627,0.054912,7.881
ORD-CL-202612-003423,SKU-00390,Espejo pared 80x60,3,87.4,70.8,7.7,0.047647,7.331,0.142941,21.993
ORD-CL-202612-003423,SKU-00290,Reloj pared,2,35.6,36.4,8.3,0.010755,1.169,0.02151,2.338
ORD-CL-202612-003423,SKU-00762,Lámpara mesa,4,34.3,25.6,24.8,0.021776,2.338,0.087104,9.352
ORD-CL-202612-003424,SKU-00208,Clavos caja 1kg,2,15.0,9.8,6.2,0.000911,1.109,0.001822,2.218
ORD-CL-202612-003424,SKU-00273,Manguera jardín 20m,4,34.2,36.6,14.4,0.018025,3.931,0.0721,15.724
ORD-CL-202612-003424,SKU-00460,Caja herramientas plástica,1,48.9,29.5,26.0,0.037506,3.544,0.037506,3.544
ORD-CL-202612-003424,SKU-00648,Smart TV 43 pulgadas,1,107.0,69.3,15.1,0.111968,12.386,0.111968,12.386
ORD-CL-202612-003424,SKU-00642,Cámara seguridad,4,20.6,14.6,9.9,0.002978,0.648,0.011912,2.592
ORD-CL-202612-003424,SKU-00094,Pintura látex 4L,3,20.1,20.6,24.6,0.010186,4.769,0.030558,14.307
ORD-CL-202612-003424,SKU-00536,Escalera aluminio 4 peldaños,1,122.9,44.1,14.4,0.078046,7.221,0.078046,7.221
ORD-CL-202612-003424,SKU-00781,Llave ajustable 8 pulgadas,2,24.4,8.0,2.9,0.000566,0.553,0.001132,1.106
ORD-CL-202612-003424,SKU-00102,Estantería modular,5,102.2,49.1,19.8,0.099357,10.883,0.496785,54.415
ORD-CL-202612-003424,SKU-00890,Pintura látex 1L,5,12.2,11.5,14.1,0.001978,1.315,0.00989,6.575
ORD-CL-202612-003424,SKU-00661,Tarugos nylon bolsa 50u,5,11.9,8.1,3.0,0.000289,0.266,0.001445,1.33
ORD-CL-202612-003424,SKU-00136,Tornillos caja 100u,5,7.9,6.3,3.8,0.000189,0.439,0.000945,2.195
ORD-CL-202612-003425,SKU-00071,Manguera jardín 20m,5,33.8,34.8,15.1,0.017761,3.973,0.088805,19.865
ORD-CL-202612-003425,SKU-00757,Interruptor eléctrico,2,11.7,8.1,5.8,0.00055,0.15,0.0011,0.3
ORD-CL-202612-003425,SKU-00454,Cámara seguridad,3,19.1,14.3,9.9,0.002704,0.711,0.008112,2.133
ORD-CL-202612-003425,SKU-00487,Caja herramientas plástica,4,50.7,30.7,26.0,0.040469,3.825,0.161876,15.3
ORD-CL-202612-003425,SKU-00134,Silicona cartucho,5,23.5,5.0,4.8,0.000564,0.297,0.00282,1.485
ORD-CL-202612-003425,SKU-00797,Caja herramientas plástica,3,48.6,31.1,24.4,0.03688,3.307,0.11064,9.921
ORD-CL-202612-003425,SKU-00432,Florero cerámica,4,25.0,25.0,40.2,0.025125,2.737,0.1005,10.948
ORD-CL-202612-003426,SKU-00033,Cámara seguridad,3,20.9,15.5,10.0,0.00324,0.603,0.00972,1.809
ORD-CL-202612-003426,SKU-00837,Caja herramientas plástica,4,48.0,31.5,24.9,0.037649,3.358,0.150596,13.432
ORD-CL-202612-003426,SKU-00897,Lámpara mesa,1,36.3,23.9,25.9,0.02247,2.239,0.02247,2.239
ORD-CL-202612-003426,SKU-00495,Parlante Bluetooth,5,23.8,11.8,12.0,0.00337,0.922,0.01685,4.61
ORD-CL-202612-003427,SKU-00515,Sierra circular,1,45.3,35.2,14.9,0.023759,5.492,0.023759,5.492
ORD-CL-202612-003427,SKU-00258,Caja herramientas plástica,1,50.7,30.1,24.9,0.037999,3.475,0.037999,3.475
ORD-CL-202612-003427,SKU-00521,Cámara seguridad,4,19.2,15.0,10.4,0.002995,0.598,0.01198,2.392
ORD-CL-202612-003427,SKU-00187,Espejo pared 80x60,5,88.0,71.5,8.4,0.052853,7.458,0.264265,37.29
ORD-CL-202612-003428,SKU-00069,Florero cerámica,2,25.9,23.9,41.4,0.025627,2.396,0.051254,4.792
ORD-CL-202612-003428,SKU-00492,Tarugos nylon bolsa 50u,3,12.1,8.4,3.0,0.000305,0.271,0.000915,0.813
ORD-CL-202612-003428,SKU-00373,Alicate universal,3,22.5,7.3,2.9,0.000476,0.369,0.001428,1.107
ORD-CL-202612-003428,SKU-00886,Amoladora angular,3,38.8,32.8,11.6,0.014763,2.984,0.044289,8.952
ORD-CL-202612-003428,SKU-00376,Espejo pared 80x60,1,94.0,71.8,8.1,0.054669,6.917,0.054669,6.917
ORD-CL-202612-003428,SKU-00166,Interruptor eléctrico,8,11.8,8.3,6.2,0.000607,0.15,0.004856,1.2
ORD-CL-202612-003428,SKU-00379,Cinta aisladora,2,10.4,10.2,2.0,0.000212,0.111,0.000424,0.222
ORD-CL-202612-003428,SKU-00008,Manguera jardín 20m,5,36.7,35.9,14.8,0.019499,3.855,0.097495,19.275
ORD-CL-202612-003428,SKU-00097,Cable eléctrico 10m,1,23.9,25.5,7.9,0.004815,1.208,0.004815,1.208
ORD-CL-202612-003428,SKU-00748,Espejo pared 80x60,1,89.7,67.4,8.1,0.048971,7.859,0.048971,7.859
ORD-CL-202612-003428,SKU-00871,Alicate universal,1,22.3,6.7,3.1,0.000463,0.345,0.000463,0.345
ORD-CL-202612-003428,SKU-00196,Tornillos caja 100u,4,8.1,6.2,4.1,0.000206,0.477,0.000824,1.908
ORD-CL-202612-003428,SKU-00336,Parlante Bluetooth,2,26.2,12.4,12.5,0.004061,0.957,0.008122,1.914
ORD-CL-202612-003428,SKU-00025,Manguera jardín 20m,4,35.1,33.7,14.4,0.017033,4.588,0.068132,18.352
ORD-CL-202612-003428,SKU-00840,Alicate universal,4,21.5,6.7,2.9,0.000418,0.346,0.001672,1.384
ORD-CL-202612-003428,SKU-00193,Florero cerámica,3,24.2,25.8,38.6,0.0241,2.376,0.0723,7.128
ORD-CL-202612-003428,SKU-00354,Alicate universal,4,21.0,7.1,3.1,0.000462,0.347,0.001848,1.388
ORD-CL-202612-003428,SKU-00357,Smart TV 43 pulgadas,4,113.8,69.5,14.4,0.113891,13.373,0.455564,53.492
ORD-CL-202612-003428,SKU-00393,Cable eléctrico 10m,2,24.0,24.4,8.3,0.00486,1.198,0.00972,2.396
ORD-CL-202612-003428,SKU-00569,Cámara seguridad,13,20.1,15.1,9.8,0.002974,0.649,0.038662,8.437
ORD-CL-202612-003429,SKU-00827,Llave ajustable 8 pulgadas,1,25.5,8.0,2.9,0.000592,0.597,0.000592,0.597
ORD-CL-202612-003429,SKU-00837,Caja herramientas plástica,5,48.0,31.5,24.9,0.037649,3.358,0.188245,16.79
ORD-CL-202612-003429,SKU-00211,Cinta aisladora,4,10.3,9.6,2.0,0.000198,0.116,0.000792,0.464
ORD-CL-202612-003429,SKU-00662,Cámara seguridad,5,19.9,14.6,9.8,0.002847,0.707,0.014235,3.535
ORD-CL-202612-003429,SKU-00348,Alicate universal,5,22.0,7.0,3.0,0.000462,0.361,0.00231,1.805
ORD-CL-202612-003429,SKU-00148,Rodillo pintura,1,30.1,23.8,7.8,0.005588,0.366,0.005588,0.366
ORD-CL-202612-003429,SKU-00526,Manguera jardín 20m,4,33.6,36.0,14.3,0.017297,4.101,0.069188,16.404
ORD-CL-202612-003429,SKU-00667,Florero cerámica,9,24.2,24.0,38.4,0.022303,2.45,0.200727,22.05
ORD-CL-202612-003429,SKU-00890,Pintura látex 1L,4,12.2,11.5,14.1,0.001978,1.315,0.007912,5.26
ORD-CL-202612-003429,SKU-00291,Taladro eléctrico,2,39.6,30.8,10.3,0.012563,2.92,0.025126,5.84
ORD-CL-202612-003429,SKU-00428,Llave ajustable 8 pulgadas,3,23.9,7.8,3.0,0.000559,0.574,0.001677,1.722
ORD-CL-202612-003429,SKU-00560,Clavos caja 1kg,2,15.2,10.2,6.1,0.000946,0.966,0.001892,1.932
ORD-CL-202612-003429,SKU-00057,Alicate universal,12,22.0,7.2,3.0,0.000475,0.317,0.0057,3.804
ORD-CL-202612-003429,SKU-00433,Sierra circular,4,43.3,35.6,14.7,0.02266,5.12,0.09064,20.48
ORD-CL-202612-003429,SKU-00665,Martillo carpintero,5,31.9,12.1,4.0,0.001544,1.023,0.00772,5.115
ORD-CL-202612-003429,SKU-00568,Silicona cartucho,3,22.8,5.0,5.1,0.000581,0.287,0.001743,0.861
ORD-CL-202612-003430,SKU-00770,Reloj pared,28,35.4,35.6,8.4,0.010586,1.121,0.296408,31.388
ORD-CL-202612-003430,SKU-00323,Estantería modular,4,102.3,50.5,20.6,0.106423,10.822,0.425692,43.288
ORD-CL-202612-003430,SKU-00875,Tornillos caja 100u,16,8.3,6.1,4.0,0.000203,0.422,0.003248,6.752
ORD-CL-202612-003430,SKU-00544,Pintura látex 1L,2,12.1,11.6,14.2,0.001993,1.212,0.003986,2.424
ORD-CL-202612-003430,SKU-00607,Rodillo pintura,3,29.7,24.9,8.0,0.005916,0.36,0.017748,1.08
ORD-CL-202612-003430,SKU-00486,Notebook 15 pulgadas,5,39.4,28.7,6.1,0.006898,1.991,0.03449,9.955
ORD-CL-202612-003430,SKU-00467,Alicate universal,1,23.1,7.0,2.9,0.000469,0.347,0.000469,0.347
ORD-CL-202612-003430,SKU-00439,Estantería modular,2,97.9,47.7,19.1,0.089194,12.813,0.178388,25.626
ORD-CL-202612-003430,SKU-00565,Cable eléctrico 10m,5,25.1,25.5,8.2,0.005248,1.169,0.02624,5.845
ORD-CL-202612-003430,SKU-00766,Pintura látex 1L,3,12.0,11.9,14.6,0.002085,1.327,0.006255,3.981
ORD-CL-202612-003431,SKU-00026,Silicona cartucho,2,23.9,5.2,5.2,0.000646,0.302,0.001292,0.604
ORD-CL-202612-003431,SKU-00464,Manguera jardín 20m,5,34.1,35.9,14.6,0.017873,4.383,0.089365,21.915
ORD-CL-202612-003431,SKU-00426,Tornillos caja 100u,4,7.7,5.7,4.0,0.000176,0.45,0.000704,1.8
ORD-CL-202612-003431,SKU-00781,Llave ajustable 8 pulgadas,1,24.4,8.0,2.9,0.000566,0.553,0.000566,0.553
ORD-CL-202612-003431,SKU-00766,Pintura látex 1L,3,12.0,11.9,14.6,0.002085,1.327,0.006255,3.981
ORD-CL-202612-003431,SKU-00120,Smart TV 43 pulgadas,2,110.4,68.3,14.9,0.112351,12.669,0.224702,25.338
ORD-CL-202612-003431,SKU-00493,Espejo pared 80x60,5,90.5,70.1,7.7,0.048849,7.408,0.244245,37.04
ORD-CL-202612-003431,SKU-00715,Parlante Bluetooth,5,24.0,11.5,11.7,0.003229,0.964,0.016145,4.82
ORD-CL-202612-003432,SKU-00709,Interruptor eléctrico,3,11.7,8.3,6.1,0.000592,0.151,0.001776,0.453
ORD-CL-202612-003432,SKU-00459,Espejo pared 80x60,3,90.2,70.8,8.3,0.053005,7.918,0.159015,23.754
ORD-CL-202612-003432,SKU-00544,Pintura látex 1L,3,12.1,11.6,14.2,0.001993,1.212,0.005979,3.636
ORD-CL-202612-003432,SKU-00149,Cuadro decorativo 60x40,2,62.9,45.4,5.8,0.016563,2.93,0.033126,5.86
ORD-CL-202612-003432,SKU-00536,Escalera aluminio 4 peldaños,2,122.9,44.1,14.4,0.078046,7.221,0.156092,14.442
ORD-CL-202612-003433,SKU-00846,Tablet 10 pulgadas,4,26.6,19.8,6.3,0.003318,0.904,0.013272,3.616
ORD-CL-202612-003433,SKU-00638,Pintura látex 4L,22,19.6,20.5,24.3,0.009764,5.017,0.214808,110.374
ORD-CL-202612-003433,SKU-00772,Monitor 24 pulgadas,4,60.8,43.6,15.7,0.041619,4.614,0.166476,18.456
ORD-CL-202612-003433,SKU-00255,Smart TV 43 pulgadas,2,106.8,70.5,15.2,0.114447,12.272,0.228894,24.544
ORD-CL-202612-003433,SKU-00799,Interruptor eléctrico,4,11.8,8.0,6.0,0.000566,0.149,0.002264,0.596
ORD-CL-202612-003433,SKU-00457,Interruptor eléctrico,1,11.5,8.2,5.9,0.000556,0.147,0.000556,0.147
ORD-CL-202612-003433,SKU-00003,Cinta aisladora,4,10.1,9.8,1.9,0.000188,0.131,0.000752,0.524
ORD-CL-202612-003433,SKU-00405,Smartphone caja,3,17.6,9.6,5.0,0.000845,0.612,0.002535,1.836
ORD-CL-202612-003433,SKU-00058,Router WiFi,5,26.2,19.0,8.0,0.003982,0.801,0.01991,4.005
ORD-CL-202612-003433,SKU-00031,Cinta aisladora,5,9.8,9.6,2.0,0.000188,0.111,0.00094,0.555
ORD-CL-202612-003433,SKU-00413,Cuadro decorativo 60x40,2,66.5,44.1,5.8,0.017009,2.934,0.034018,5.868
ORD-CL-202612-003434,SKU-00107,Silicona cartucho,5,22.7,4.8,5.2,0.000567,0.328,0.002835,1.64
ORD-CL-202612-003434,SKU-00759,Espejo pared 80x60,3,87.1,67.2,8.3,0.048581,6.763,0.145743,20.289
ORD-CL-202612-003434,SKU-00060,Caja herramientas plástica,1,49.9,31.2,25.1,0.039078,3.453,0.039078,3.453
ORD-CL-202612-003434,SKU-00330,Alicate universal,3,21.6,7.3,3.1,0.000489,0.381,0.001467,1.143
ORD-CL-202612-003434,SKU-00446,Taladro eléctrico,4,37.4,30.4,10.1,0.011483,2.754,0.045932,11.016
ORD-CL-202612-003435,SKU-00005,Lámpara mesa,2,36.5,24.7,24.7,0.022268,2.362,0.044536,4.724
ORD-CL-202612-003435,SKU-00157,Lámpara mesa,7,33.5,25.7,25.3,0.021782,2.202,0.152474,15.414
ORD-CL-202612-003435,SKU-00358,Monitor 24 pulgadas,5,60.6,44.6,15.4,0.041623,4.824,0.208115,24.12
ORD-CL-202612-003435,SKU-00633,Amoladora angular,10,39.2,31.1,11.8,0.014386,2.887,0.14386,28.87
ORD-CL-202612-003435,SKU-00625,Manguera jardín 20m,2,34.5,34.2,14.4,0.016991,4.531,0.033982,9.062
ORD-CL-202612-003435,SKU-00045,Cinta aisladora,4,9.8,10.0,2.1,0.000206,0.109,0.000824,0.436
ORD-CL-202612-003435,SKU-00575,Pintura látex 1L,10,11.5,12.0,14.2,0.00196,1.335,0.0196,13.35
ORD-CL-202612-003435,SKU-00204,Tarugos nylon bolsa 50u,4,12.0,7.8,3.0,0.000281,0.266,0.001124,1.064
ORD-CL-202612-003435,SKU-00138,Interruptor eléctrico,3,12.2,7.9,5.7,0.000549,0.136,0.001647,0.408
ORD-CL-202612-003436,SKU-00443,Mouse óptico,1,15.2,9.9,5.1,0.000767,0.2,0.000767,0.2
ORD-CL-202612-003436,SKU-00892,Interruptor eléctrico,4,12.1,7.8,6.1,0.000576,0.159,0.002304,0.636
ORD-CL-202612-003436,SKU-00302,Alicate universal,4,21.9,6.8,2.9,0.000432,0.372,0.001728,1.488
ORD-CL-202612-003436,SKU-00789,Cinta aisladora,5,9.6,9.6,2.0,0.000184,0.128,0.00092,0.64
ORD-CL-202612-003436,SKU-00846,Tablet 10 pulgadas,5,26.6,19.8,6.3,0.003318,0.904,0.01659,4.52
ORD-CL-202612-003436,SKU-00780,Tablet 10 pulgadas,4,28.5,20.2,5.7,0.003281,0.854,0.013124,3.416
ORD-CL-202612-003436,SKU-00175,Clavos caja 1kg,2,15.3,9.6,6.2,0.000911,1.025,0.001822,2.05
ORD-CL-202612-003436,SKU-00778,Tarugos nylon bolsa 50u,2,11.4,8.3,2.9,0.000274,0.261,0.000548,0.522
ORD-CL-202612-003436,SKU-00560,Clavos caja 1kg,1,15.2,10.2,6.1,0.000946,0.966,0.000946,0.966
ORD-CL-202612-003436,SKU-00217,Espejo pared 80x60,4,92.6,71.9,8.3,0.055261,7.168,0.221044,28.672
ORD-CL-202612-003436,SKU-00354,Alicate universal,4,21.0,7.1,3.1,0.000462,0.347,0.001848,1.388
ORD-CL-202612-003436,SKU-00123,Silicona cartucho,5,23.4,5.1,4.8,0.000573,0.274,0.002865,1.37
ORD-CL-202612-003436,SKU-00434,Monitor 24 pulgadas,3,61.0,44.8,15.5,0.042358,4.79,0.127074,14.37
ORD-CL-202612-003436,SKU-00076,Notebook 15 pulgadas,21,38.6,30.5,5.8,0.006828,2.011,0.143388,42.231
ORD-CL-202612-003436,SKU-00769,Notebook 15 pulgadas,1,41.8,28.7,6.3,0.007558,2.019,0.007558,2.019
ORD-CL-202612-003436,SKU-00610,Router WiFi,17,24.8,19.5,7.7,0.003724,0.732,0.063308,12.444
ORD-CL-202612-003436,SKU-00885,Martillo carpintero,4,32.7,12.0,4.0,0.00157,0.925,0.00628,3.7
ORD-CL-202612-003436,SKU-00108,Espejo pared 80x60,10,87.9,67.3,8.2,0.048508,7.282,0.48508,72.82
ORD-CL-202612-003436,SKU-00214,Pintura látex 1L,2,12.4,12.5,14.5,0.002247,1.242,0.004494,2.484
ORD-CL-202612-003436,SKU-00303,Pintura látex 1L,5,12.4,12.6,13.5,0.002109,1.33,0.010545,6.65
ORD-CL-202612-003437,SKU-00864,Alicate universal,5,22.7,6.7,2.9,0.000441,0.377,0.002205,1.885
ORD-CL-202612-003437,SKU-00130,Notebook 15 pulgadas,4,40.7,30.5,6.0,0.007448,2.12,0.029792,8.48
ORD-CL-202612-003437,SKU-00851,Mouse óptico,4,14.3,10.3,5.1,0.000751,0.219,0.003004,0.876
ORD-CL-202612-003437,SKU-00047,Smartphone caja,2,17.7,10.0,5.1,0.000903,0.581,0.001806,1.162
ORD-CL-202612-003437,SKU-00216,Smart TV 43 pulgadas,2,110.5,71.1,14.5,0.11392,12.989,0.22784,25.978
ORD-CL-202612-003437,SKU-00522,Silicona cartucho,5,23.9,4.9,5.2,0.000609,0.328,0.003045,1.64
ORD-CL-202612-003437,SKU-00268,Manguera jardín 20m,3,34.8,35.4,15.6,0.019218,3.868,0.057654,11.604
ORD-CL-202612-003437,SKU-00241,Cable eléctrico 10m,2,25.5,25.7,8.2,0.005374,1.203,0.010748,2.406
ORD-CL-202612-003437,SKU-00211,Cinta aisladora,2,10.3,9.6,2.0,0.000198,0.116,0.000396,0.232
ORD-CL-202612-003437,SKU-00676,Broca acero 10mm,3,20.8,4.9,3.1,0.000316,0.186,0.000948,0.558
